cow_i,cow_j,start_ts,end_ts,zone
11,18,796916,797515,water_trough
11,18,797516,798115,water_trough
11,18,798116,798715,water_trough
11,18,798716,799315,water_trough
11,18,799316,799915,water_trough
11,18,799916,800515,water_trough
11,18,800516,801115,water_trough
11,18,801116,801715,water_trough
11,18,801716,802315,water_trough
11,18,802316,802915,water_trough
11,18,802916,803515,water_trough
11,18,803516,804115,water_trough
11,18,804116,804715,water_trough
11,18,804716,805315,water_trough
11,18,805316,805915,water_trough
11,18,805916,806515,water_trough
11,18,806516,807115,water_trough
11,18,807116,807715,water_trough
11,18,807716,808315,water_trough
11,18,808316,808915,water_trough
11,18,808916,809515,water_trough
11,18,809516,810115,water_trough
11,18,810116,810715,water_trough
11,18,810716,811315,water_trough
11,18,811316,811915,water_trough
11,18,811916,812515,water_trough
11,18,812516,813115,water_trough
11,18,813116,813715,water_trough
11,18,813716,814315,water_trough
11,18,814316,814915,water_trough
11,18,814916,815515,water_trough
11,18,815516,816115,water_trough
11,18,816116,816715,water_trough
11,18,816716,817315,water_trough
11,18,817316,817915,water_trough
11,18,817916,818515,water_trough
11,18,818516,819115,water_trough
11,18,819116,819715,water_trough
11,18,819716,820315,water_trough
11,18,820316,820915,water_trough
11,18,820916,821515,water_trough
11,18,821516,822115,water_trough
11,18,822116,822715,water_trough
11,18,822716,823315,water_trough
11,18,823316,823915,water_trough
11,18,823916,824515,water_trough
11,18,824516,825115,water_trough
11,18,825116,825715,water_trough
11,18,825716,826315,water_trough
11,18,826316,826915,water_trough
11,18,826916,827515,water_trough
11,18,827516,828115,water_trough
11,18,828116,828715,water_trough
11,18,828716,829315,water_trough
11,18,829316,829915,water_trough
11,18,829916,830515,water_trough
11,18,830516,831115,water_trough
11,18,831116,831715,water_trough
11,18,831716,832315,water_trough
11,18,832316,832915,water_trough
11,18,832916,833515,water_trough
11,18,833516,834115,water_trough
11,18,834116,834715,water_trough
11,18,834716,835315,water_trough
11,18,835316,835915,water_trough
11,18,835916,836515,water_trough
11,18,836516,837115,water_trough
11,18,837116,837715,water_trough
11,18,837716,838315,water_trough
11,18,838316,838915,water_trough
11,18,838916,839515,water_trough
11,18,839516,840115,water_trough
11,18,840116,840715,water_trough
11,18,840716,841315,water_trough
11,18,841316,841915,water_trough
11,18,841916,842515,water_trough
11,18,842516,843115,water_trough
11,18,843116,843715,water_trough
11,18,843716,844315,water_trough
11,18,844316,844915,water_trough
11,18,844916,845515,water_trough
11,18,845516,846115,water_trough
11,18,846116,846715,water_trough
11,18,846716,847315,water_trough
11,18,847316,847915,water_trough
11,18,847916,848515,water_trough
11,18,848516,849115,water_trough
11,18,849116,849715,water_trough
11,18,849716,850315,water_trough
11,18,850316,850915,water_trough
11,18,850916,851515,water_trough
11,18,851516,852115,water_trough
11,18,852116,852715,water_trough
11,18,852716,853315,water_trough
11,18,853316,853915,water_trough
11,18,853916,854515,water_trough
11,18,854516,855115,water_trough
11,18,855116,855715,water_trough
11,18,855716,856315,water_trough
11,18,856316,856915,water_trough
11,18,856916,857515,water_trough
11,18,857516,858115,water_trough
11,18,858116,858715,water_trough
11,18,858716,859315,water_trough
11,18,859316,859915,water_trough
11,18,859916,860515,water_trough
11,18,860516,861115,water_trough
11,18,861116,861715,water_trough
11,18,861716,862315,water_trough
11,18,862316,862915,water_trough
11,18,862916,863515,water_trough
11,18,863516,864115,water_trough
11,18,864116,864715,water_trough
11,18,864716,865315,water_trough
11,18,865316,865915,water_trough
11,18,865916,866515,water_trough
11,18,866516,867115,water_trough
11,18,867116,867715,water_trough
11,18,867716,868315,water_trough
11,18,868316,868915,water_trough
11,18,868916,869515,water_trough
11,18,869516,870115,water_trough
11,18,870116,870715,water_trough
11,18,870716,871315,water_trough
11,18,871316,871915,water_trough
11,18,871916,872515,water_trough
11,18,872516,873115,water_trough
11,18,873116,873715,water_trough
11,18,873716,874315,water_trough
11,18,874316,874915,water_trough
11,18,874916,875515,water_trough
11,18,875516,876115,water_trough
11,18,876116,876715,water_trough
11,18,876716,877315,water_trough
11,18,877316,877915,water_trough
11,18,877916,878515,water_trough
11,18,878516,879115,water_trough
11,18,879116,879715,water_trough
11,18,879716,880315,water_trough
11,18,880316,880915,water_trough
11,18,880916,881515,water_trough
11,18,881516,882115,water_trough
11,18,882116,882715,water_trough
11,18,882716,883315,water_trough
11,18,883316,883915,water_trough
11,18,883916,884515,water_trough
11,18,884516,885115,water_trough
11,18,885116,885715,water_trough
11,18,885716,886315,water_trough
11,18,886316,886915,water_trough
11,18,886916,887515,water_trough
11,18,887516,888115,water_trough
11,18,888116,888715,water_trough
11,18,888716,889315,water_trough
11,18,889316,889915,water_trough
11,18,889916,890515,water_trough
11,18,890516,891115,water_trough
11,18,891116,891715,water_trough
11,18,891716,892315,water_trough
11,18,892316,892915,water_trough
11,18,892916,893515,water_trough
11,18,893516,894115,water_trough
11,18,894116,894715,water_trough
11,18,894716,895315,water_trough
11,18,895316,895915,water_trough
11,18,895916,896515,water_trough
11,18,896516,897115,water_trough
11,18,897116,897715,water_trough
11,18,897716,898315,water_trough
11,18,898316,898915,water_trough
11,18,898916,899515,water_trough
11,18,899516,900115,water_trough
11,18,900116,900715,water_trough
11,18,900716,901315,water_trough
11,18,901316,901915,water_trough
11,18,901916,902515,water_trough
11,18,902516,903115,water_trough
11,18,903116,903715,water_trough
11,18,903716,904315,water_trough
11,18,904316,904915,water_trough
11,18,904916,905515,water_trough
11,18,905516,906115,water_trough
11,18,906116,906715,water_trough
11,18,906716,907315,water_trough
11,18,907316,907915,water_trough
11,18,907916,908515,water_trough
11,18,908516,909115,water_trough
11,18,909116,909715,water_trough
11,18,909716,910315,water_trough
11,18,910316,910915,water_trough
11,18,910916,911515,water_trough
11,18,911516,912115,water_trough
11,18,912116,912715,water_trough
11,18,912716,913315,water_trough
11,18,913316,913915,water_trough
11,18,913916,914515,water_trough
11,18,914516,915115,water_trough
11,18,915116,915715,water_trough
11,18,915716,916315,water_trough
11,18,916316,916915,water_trough
11,18,916916,917515,water_trough
11,18,917516,918115,water_trough
11,18,918116,918715,water_trough
11,18,918716,919315,water_trough
11,18,919316,919915,water_trough
11,18,919916,920515,water_trough
11,18,920516,921115,water_trough
11,18,921116,921715,water_trough
11,18,921716,922315,water_trough
11,18,922316,922915,water_trough
11,18,922916,923515,water_trough
11,18,923516,924115,water_trough
11,18,924116,924715,water_trough
11,18,924716,925315,water_trough
11,18,925316,925915,water_trough
11,18,925916,926515,water_trough
11,18,926516,927115,water_trough
11,18,927116,927715,water_trough
11,18,927716,928315,water_trough
11,18,928316,928915,water_trough
11,18,928916,929515,water_trough
11,18,929516,930115,water_trough
11,18,930116,930715,water_trough
11,18,930716,931315,water_trough
11,18,931316,931915,water_trough
11,18,931916,932515,water_trough
11,18,932516,933115,water_trough
11,18,933116,933715,water_trough
11,18,933716,934315,water_trough
11,18,934316,934915,water_trough
11,18,934916,935515,water_trough
11,18,935516,936115,water_trough
11,18,936116,936715,water_trough
11,18,936716,937315,water_trough
11,18,937316,937915,water_trough
11,18,937916,938515,water_trough
11,18,938516,939115,water_trough
11,18,939116,939715,water_trough
11,18,939716,940315,water_trough
11,18,940316,940915,water_trough
11,18,940916,941515,water_trough
11,18,941516,942115,water_trough
11,18,942116,942715,water_trough
11,18,942716,943315,water_trough
11,18,943316,943915,water_trough
11,18,943916,944515,water_trough
11,18,944516,945115,water_trough
11,18,945116,945715,water_trough
11,18,945716,946315,water_trough
11,18,946316,946915,water_trough
11,18,946916,947515,water_trough
11,18,947516,948115,water_trough
11,18,948116,948715,water_trough
11,18,948716,949315,water_trough
11,18,949316,949915,water_trough
11,18,949916,950515,water_trough
11,18,950516,951115,water_trough
11,18,951116,951715,water_trough
11,18,951716,952315,water_trough
11,18,952316,952915,water_trough
11,18,952916,953515,water_trough
11,18,953516,954115,water_trough
11,18,954116,954715,water_trough
11,18,954716,955315,water_trough
11,18,955316,955915,water_trough
11,18,955916,956515,water_trough
11,18,956516,957115,water_trough
11,18,957116,957715,water_trough
11,18,957716,958315,water_trough
11,18,958316,958915,water_trough
11,18,958916,959515,water_trough
11,18,959516,960115,water_trough
11,18,960116,960715,water_trough
11,18,960716,961315,water_trough
11,18,961316,961915,water_trough
11,18,961916,962515,water_trough
11,18,962516,963115,water_trough
11,18,963116,963715,water_trough
11,18,963716,964315,water_trough
11,18,964316,964915,water_trough
11,18,964916,965515,water_trough
11,18,965516,966115,water_trough
11,18,966116,966715,water_trough
11,18,966716,967315,water_trough
11,18,967316,967915,water_trough
11,18,967916,968515,water_trough
11,18,968516,969115,water_trough
11,18,969116,969715,water_trough
11,18,969716,970315,water_trough
11,18,970316,970915,water_trough
11,18,970916,971515,water_trough
11,18,971516,972115,water_trough
11,18,972116,972715,water_trough
11,18,972716,973315,water_trough
11,18,973316,973915,water_trough
11,18,973916,974515,water_trough
11,18,974516,975115,water_trough
11,18,975116,975715,water_trough
11,18,975716,976315,water_trough
11,18,976316,976915,water_trough
11,18,976916,977515,water_trough
11,18,977516,978115,water_trough
11,18,978116,978715,water_trough
11,18,978716,979315,water_trough
11,18,979316,979915,water_trough
11,18,979916,980515,water_trough
11,18,980516,981115,water_trough
11,18,981116,981715,water_trough
11,18,981716,982315,water_trough
11,18,982316,982915,water_trough
11,18,982916,983515,water_trough
11,18,983516,984115,water_trough
11,18,984116,984715,water_trough
11,18,984716,985315,water_trough
11,18,985316,985915,water_trough
11,18,985916,986515,water_trough
11,18,986516,987115,water_trough
11,18,987116,987715,water_trough
11,18,987716,988315,water_trough
11,18,988316,988915,water_trough
11,18,988916,989515,water_trough
11,18,989516,990115,water_trough
11,18,990116,990715,water_trough
11,18,990716,991315,water_trough
11,18,991316,991915,water_trough
11,18,991916,992515,water_trough
11,18,992516,993115,water_trough
11,18,993116,993715,water_trough
11,18,993716,994315,water_trough
11,18,994316,994915,water_trough
11,18,994916,995515,water_trough
11,18,995516,996115,water_trough
11,18,996116,996715,water_trough
11,18,996716,997315,water_trough
11,18,997316,997915,water_trough
11,18,997916,998515,water_trough
11,18,998516,999115,water_trough
11,18,999116,999715,water_trough
11,18,999716,1000315,water_trough
11,18,1000316,1000915,water_trough
11,18,1000916,1001515,water_trough
11,18,1001516,1002115,water_trough
11,18,1002116,1002715,water_trough
11,18,1002716,1003315,water_trough
11,18,1003316,1003915,water_trough
11,18,1003916,1004515,water_trough
11,18,1004516,1005115,water_trough
11,18,1005116,1005715,water_trough
11,18,1005716,1006315,water_trough
11,18,1006316,1006915,water_trough
11,18,1006916,1007515,water_trough
11,18,1007516,1008115,water_trough
11,18,1008116,1008715,water_trough
11,18,1008716,1009315,water_trough
11,18,1009316,1009915,water_trough
11,18,1009916,1010515,water_trough
11,18,1010516,1011115,water_trough
11,18,1011116,1011715,water_trough
11,18,1011716,1012315,water_trough
11,18,1012316,1012915,water_trough
11,18,1012916,1013515,water_trough
11,18,1013516,1014115,water_trough
11,18,1014116,1014715,water_trough
11,18,1014716,1015315,water_trough
11,18,1015316,1015915,water_trough
11,18,1015916,1016515,water_trough
11,18,1016516,1017115,water_trough
11,18,1017116,1017715,water_trough
11,18,1017716,1018315,water_trough
11,18,1018316,1018915,water_trough
11,18,1018916,1019515,water_trough
11,18,1019516,1020115,water_trough
11,18,1020116,1020715,water_trough
11,18,1020716,1021315,water_trough
11,18,1021316,1021915,water_trough
11,18,1021916,1022515,water_trough
11,18,1022516,1023115,water_trough
11,18,1023116,1023715,water_trough
11,18,1023716,1024315,water_trough
11,18,1024316,1024915,water_trough
11,18,1024916,1025515,water_trough
11,18,1025516,1026115,water_trough
11,18,1026116,1026715,water_trough
11,18,1026716,1027315,water_trough
11,18,1027316,1027915,water_trough
11,18,1027916,1028515,water_trough
11,18,1028516,1029115,water_trough
11,18,1029116,1029715,water_trough
11,18,1029716,1030315,water_trough
11,18,1030316,1030915,water_trough
11,18,1030916,1031515,water_trough
11,18,1031516,1032115,water_trough
11,18,1032116,1032715,water_trough
11,18,1032716,1033315,water_trough
11,18,1033316,1033915,water_trough
11,18,1033916,1034515,water_trough
11,18,1034516,1035115,water_trough
11,18,1035116,1035715,water_trough
11,18,1035716,1036315,water_trough
11,18,1036316,1036915,water_trough
11,18,1036916,1037515,water_trough
11,18,1037516,1038115,water_trough
11,18,1038116,1038715,water_trough
11,18,1038716,1039315,water_trough
11,18,1039316,1039915,water_trough
11,18,1039916,1040515,water_trough
11,18,1040516,1041115,water_trough
11,18,1041116,1041715,water_trough
11,18,1041716,1042315,water_trough
11,18,1042316,1042915,water_trough
11,18,1042916,1043515,water_trough
11,18,1043516,1044115,water_trough
11,18,1044116,1044715,water_trough
11,18,1044716,1045315,water_trough
11,18,1045316,1045915,water_trough
11,18,1045916,1046515,water_trough
11,18,1046516,1047115,water_trough
11,18,1047116,1047715,water_trough
11,18,1047716,1048315,water_trough
11,18,1048316,1048915,water_trough
11,18,1048916,1049515,water_trough
11,18,1049516,1050115,water_trough
11,18,1050116,1050715,water_trough
11,18,1050716,1051315,water_trough
11,18,1051316,1051915,water_trough
11,18,1051916,1052515,water_trough
11,18,1052516,1053115,water_trough
11,18,1053116,1053715,water_trough
11,18,1053716,1054315,water_trough
11,18,1054316,1054915,water_trough
11,18,1054916,1055515,water_trough
11,18,1055516,1056115,water_trough
11,18,1056116,1056715,water_trough
11,18,1056716,1057315,water_trough
11,18,1057316,1057915,water_trough
11,18,1057916,1058515,water_trough
11,18,1058516,1059115,water_trough
11,18,1059116,1059715,water_trough
11,18,1059716,1060315,water_trough
11,18,1060316,1060915,water_trough
11,18,1060916,1061515,water_trough
11,18,1061516,1062115,water_trough
11,18,1062116,1062715,water_trough
11,18,1062716,1063315,water_trough
11,18,1063316,1063915,water_trough
11,18,1063916,1064515,water_trough
11,18,1064516,1065115,water_trough
11,18,1065116,1065715,water_trough
11,18,1065716,1066315,water_trough
11,18,1066316,1066915,water_trough
11,18,1066916,1067515,water_trough
11,18,1067516,1068115,water_trough
11,18,1068116,1068715,water_trough
11,18,1068716,1069315,water_trough
11,18,1069316,1069915,water_trough
11,18,1069916,1070515,water_trough
11,18,1070516,1071115,water_trough
11,18,1071116,1071715,water_trough
11,18,1071716,1072315,water_trough
11,18,1072316,1072915,water_trough
11,18,1072916,1073515,water_trough
11,18,1073516,1074115,water_trough
11,18,1074116,1074715,water_trough
11,18,1074716,1075315,water_trough
11,18,1075316,1075915,water_trough
11,18,1075916,1076515,water_trough
11,18,1076516,1077115,water_trough
11,18,1077116,1077715,water_trough
11,18,1077716,1078315,water_trough
11,18,1078316,1078915,water_trough
11,18,1078916,1079515,water_trough
11,18,1079516,1080115,water_trough
11,18,1080116,1080715,water_trough
11,18,1080716,1081315,water_trough
11,18,1081316,1081915,water_trough
11,18,1081916,1082515,water_trough
11,18,1082516,1083115,water_trough
11,18,1083116,1083715,water_trough
11,18,1083716,1084315,water_trough
11,18,1084316,1084915,water_trough
11,18,1084916,1085515,water_trough
11,18,1085516,1086115,water_trough
11,18,1086116,1086715,water_trough
11,18,1086716,1087315,water_trough
11,18,1087316,1087915,water_trough
11,18,1087916,1088515,water_trough
11,18,1088516,1089115,water_trough
11,18,1089116,1089715,water_trough
11,18,1089716,1090315,water_trough
11,18,1090316,1090915,water_trough
11,18,1090916,1091515,water_trough
11,18,1091516,1092115,water_trough
11,18,1092116,1092715,water_trough
11,18,1092716,1093315,water_trough
11,18,1093316,1093915,water_trough
11,18,1093916,1094515,water_trough
11,18,1094516,1095115,water_trough
11,18,1095116,1095715,water_trough
11,18,1095716,1096315,water_trough
11,18,1096316,1096915,water_trough
11,18,1096916,1097515,water_trough
11,18,1097516,1098115,water_trough
11,18,1098116,1098715,water_trough
11,18,1098716,1099315,water_trough
11,18,1099316,1099915,water_trough
11,18,1099916,1100515,water_trough
11,18,1100516,1101115,water_trough
11,18,1101116,1101715,water_trough
11,18,1101716,1102315,water_trough
11,18,1102316,1102915,water_trough
11,18,1102916,1103515,water_trough
11,18,1103516,1104115,water_trough
11,18,1104116,1104715,water_trough
11,18,1104716,1105315,water_trough
11,18,1105316,1105915,water_trough
11,18,1105916,1106515,water_trough
11,18,1106516,1107115,water_trough
11,18,1107116,1107715,water_trough
11,18,1107716,1108315,water_trough
11,18,1108316,1108915,water_trough
11,18,1108916,1109515,water_trough
11,18,1109516,1110115,water_trough
11,18,1110116,1110715,water_trough
11,18,1110716,1111315,water_trough
11,18,1111316,1111915,water_trough
11,18,1111916,1112515,water_trough
11,18,1112516,1113115,water_trough
11,18,1113116,1113715,water_trough
11,18,1113716,1114315,water_trough
11,18,1114316,1114915,water_trough
11,18,1114916,1115515,water_trough
11,18,1115516,1116115,water_trough
11,18,1116116,1116715,water_trough
11,18,1116716,1117315,water_trough
11,18,1117316,1117915,water_trough
11,18,1117916,1118515,water_trough
11,18,1118516,1119115,water_trough
11,18,1119116,1119715,water_trough
11,18,1119716,1120315,water_trough
11,18,1120316,1120915,water_trough
11,18,1120916,1121515,water_trough
11,18,1121516,1122115,water_trough
11,18,1122116,1122715,water_trough
11,18,1122716,1123315,water_trough
11,18,1123316,1123915,water_trough
11,18,1123916,1124515,water_trough
11,18,1124516,1125115,water_trough
11,18,1125116,1125715,water_trough
11,18,1125716,1126315,water_trough
11,18,1126316,1126915,water_trough
11,18,1126916,1127515,water_trough
11,18,1127516,1128115,water_trough
11,18,1128116,1128715,water_trough
11,18,1128716,1129315,water_trough
11,18,1129316,1129915,water_trough
11,18,1129916,1130515,water_trough
11,18,1130516,1131115,water_trough
11,18,1131116,1131715,water_trough
11,18,1131716,1132315,water_trough
11,18,1132316,1132915,water_trough
11,18,1132916,1133515,water_trough
11,18,1133516,1134115,water_trough
11,18,1134116,1134715,water_trough
11,18,1134716,1135315,water_trough
11,18,1135316,1135915,water_trough
11,18,1135916,1136515,water_trough
11,18,1136516,1137115,water_trough
11,18,1137116,1137715,water_trough
11,18,1137716,1138315,water_trough
11,18,1138316,1138915,water_trough
11,18,1138916,1139515,water_trough
11,18,1139516,1140115,water_trough
11,18,1140116,1140715,water_trough
11,18,1140716,1141315,water_trough
11,18,1141316,1141915,water_trough
11,18,1141916,1142515,water_trough
11,18,1142516,1143115,water_trough
11,18,1143116,1143715,water_trough
11,18,1143716,1144315,water_trough
11,18,1144316,1144915,water_trough
11,18,1144916,1145515,water_trough
11,18,1145516,1146115,water_trough
11,18,1146116,1146715,water_trough
11,18,1146716,1147315,water_trough
11,18,1147316,1147915,water_trough
11,18,1147916,1148515,water_trough
11,18,1148516,1149115,water_trough
11,18,1149116,1149715,water_trough
11,18,1149716,1150315,water_trough
11,18,1150316,1150915,water_trough
11,18,1150916,1151515,water_trough
11,18,1151516,1152115,water_trough
11,18,1152116,1152715,water_trough
11,18,1152716,1153315,water_trough
11,18,1153316,1153915,water_trough
11,18,1153916,1154515,water_trough
11,18,1154516,1155115,water_trough
11,18,1155116,1155715,water_trough
11,18,1155716,1156315,water_trough
11,18,1156316,1156915,water_trough
11,18,1156916,1157515,water_trough
11,18,1157516,1158115,water_trough
11,18,1158116,1158715,water_trough
11,18,1158716,1159315,water_trough
11,18,1159316,1159915,water_trough
11,18,1159916,1160515,water_trough
11,18,1160516,1161115,water_trough
11,18,1161116,1161715,water_trough
11,18,1161716,1162315,water_trough
11,18,1162316,1162915,water_trough
11,18,1162916,1163515,water_trough
11,18,1163516,1164115,water_trough
11,18,1164116,1164715,water_trough
11,18,1164716,1165315,water_trough
11,18,1165316,1165915,water_trough
11,18,1165916,1166515,water_trough
11,18,1166516,1167115,water_trough
11,18,1167116,1167715,water_trough
11,18,1167716,1168315,water_trough
11,18,1168316,1168915,water_trough
11,18,1168916,1169515,water_trough
11,18,1169516,1170115,water_trough
11,18,1170116,1170715,water_trough
11,18,1170716,1171315,water_trough
11,18,1171316,1171915,water_trough
11,18,1171916,1172515,water_trough
11,18,1172516,1173115,water_trough
11,18,1173116,1173715,water_trough
11,18,1173716,1174315,water_trough
11,18,1174316,1174915,water_trough
11,18,1174916,1175515,water_trough
11,18,1175516,1176115,water_trough
11,18,1176116,1176715,water_trough
11,18,1176716,1177315,water_trough
11,18,1177316,1177915,water_trough
11,18,1177916,1178515,water_trough
11,18,1178516,1179115,water_trough
11,18,1179116,1179715,water_trough
11,18,1179716,1180315,water_trough
11,18,1180316,1180915,water_trough
11,18,1180916,1181515,water_trough
11,18,1181516,1182115,water_trough
11,18,1182116,1182715,water_trough
11,18,1182716,1183315,water_trough
11,18,1183316,1183915,water_trough
11,18,1183916,1184515,water_trough
11,18,1184516,1185115,water_trough
11,18,1185116,1185715,water_trough
11,18,1185716,1186315,water_trough
11,18,1186316,1186915,water_trough
11,18,1186916,1187515,water_trough
11,18,1187516,1188115,water_trough
11,18,1188116,1188715,water_trough
11,18,1188716,1189315,water_trough
11,18,1189316,1189915,water_trough
11,18,1189916,1190515,water_trough
11,18,1190516,1191115,water_trough
11,18,1191116,1191715,water_trough
11,18,1191716,1192315,water_trough
11,18,1192316,1192915,water_trough
11,18,1192916,1193515,water_trough
11,18,1193516,1194115,water_trough
11,18,1194116,1194715,water_trough
11,18,1194716,1195315,water_trough
11,18,1195316,1195915,water_trough
11,18,1195916,1196515,water_trough
11,18,1196516,1197115,water_trough
11,18,1197116,1197715,water_trough
11,18,1197716,1198315,water_trough
11,18,1198316,1198915,water_trough
11,18,1198916,1199515,water_trough
11,18,1199516,1200115,water_trough
11,18,1200116,1200715,water_trough
11,18,1200716,1201315,water_trough
11,18,1201316,1201915,water_trough
11,18,1201916,1202515,water_trough
11,18,1202516,1203115,water_trough
11,18,1203116,1203715,water_trough
11,18,1203716,1204315,water_trough
11,18,1204316,1204915,water_trough
11,18,1204916,1205515,water_trough
11,18,1205516,1206115,water_trough
11,18,1206116,1206715,water_trough
11,18,1206716,1207315,water_trough
11,18,1207316,1207915,water_trough
11,18,1207916,1208515,water_trough
11,18,1208516,1209115,water_trough
11,18,1209116,1209715,water_trough
11,18,1209716,1210315,water_trough
11,18,1210316,1210915,water_trough
11,18,1210916,1211515,water_trough
11,18,1211516,1212115,water_trough
11,18,1212116,1212715,water_trough
11,18,1212716,1213315,water_trough
11,18,1213316,1213915,water_trough
11,18,1213916,1214515,water_trough
11,18,1214516,1215115,water_trough
11,18,1215116,1215715,water_trough
11,18,1215716,1216315,water_trough
11,18,1216316,1216915,water_trough
11,18,1216916,1217515,water_trough
11,18,1217516,1218115,water_trough
11,18,1218116,1218715,water_trough
11,18,1218716,1219315,water_trough
11,18,1219316,1219915,water_trough
11,18,1219916,1220515,water_trough
11,18,1220516,1221115,water_trough
11,18,1221116,1221715,water_trough
11,18,1221716,1222315,water_trough
11,18,1222316,1222915,water_trough
11,18,1222916,1223515,water_trough
11,18,1223516,1224115,water_trough
11,18,1224116,1224715,water_trough
11,18,1224716,1225315,water_trough
11,18,1225316,1225915,water_trough
11,18,1225916,1226515,water_trough
11,18,1226516,1227115,water_trough
11,18,1227116,1227715,water_trough
11,18,1227716,1228315,water_trough
11,18,1228316,1228915,water_trough
11,18,1228916,1229515,water_trough
11,18,1229516,1230115,water_trough
11,18,1230116,1230715,water_trough
11,18,1230716,1231315,water_trough
11,18,1231316,1231915,water_trough
11,18,1231916,1232515,water_trough
11,18,1232516,1233115,water_trough
11,18,1233116,1233715,water_trough
11,18,1233716,1234315,water_trough
11,18,1234316,1234915,water_trough
11,18,1234916,1235515,water_trough
11,18,1235516,1236115,water_trough
11,18,1236116,1236715,water_trough
11,18,1236716,1237315,water_trough
11,18,1237316,1237915,water_trough
11,18,1237916,1238515,water_trough
11,18,1238516,1239115,water_trough
11,18,1239116,1239715,water_trough
11,18,1239716,1240315,water_trough
11,18,1240316,1240915,water_trough
11,18,1240916,1241515,water_trough
11,18,1241516,1242115,water_trough
11,18,1242116,1242715,water_trough
11,18,1242716,1243315,water_trough
11,18,1243316,1243915,water_trough
11,18,1243916,1244515,water_trough
11,18,1244516,1245115,water_trough
11,18,1245116,1245715,water_trough
11,18,1245716,1246315,water_trough
11,18,1246316,1246915,water_trough
11,18,1246916,1247515,water_trough
11,18,1247516,1248115,water_trough
11,18,1248116,1248715,water_trough
11,18,1248716,1249315,water_trough
11,18,1249316,1249915,water_trough
11,18,1249916,1250515,water_trough
11,18,1250516,1251115,water_trough
11,18,1251116,1251715,water_trough
11,18,1251716,1252315,water_trough
11,18,1252316,1252915,water_trough
11,18,1252916,1253515,water_trough
11,18,1253516,1254115,water_trough
11,18,1254116,1254715,water_trough
11,18,1254716,1255315,water_trough
11,18,1255316,1255915,water_trough
11,18,1255916,1256515,water_trough
11,18,1256516,1257115,water_trough
11,18,1257116,1257715,water_trough
11,18,1257716,1258315,water_trough
11,18,1258316,1258915,water_trough
11,18,1258916,1259515,water_trough
11,18,1259516,1260115,water_trough
11,18,1260116,1260715,water_trough
11,18,1260716,1261315,water_trough
11,18,1261316,1261915,water_trough
11,18,1261916,1262515,water_trough
11,18,1262516,1263115,water_trough
11,18,1263116,1263715,water_trough
11,18,1263716,1264315,water_trough
11,18,1264316,1264915,water_trough
11,18,1264916,1265515,water_trough
11,18,1265516,1266115,water_trough
11,18,1266116,1266715,water_trough
11,18,1266716,1267315,water_trough
11,18,1267316,1267915,water_trough
11,18,1267916,1268515,water_trough
11,18,1268516,1269115,water_trough
11,18,1269116,1269715,water_trough
11,18,1269716,1270315,water_trough
11,18,1270316,1270915,water_trough
11,18,1270916,1271515,water_trough
11,18,1271516,1272115,water_trough
11,18,1272116,1272715,water_trough
11,18,1272716,1273315,water_trough
11,18,1273316,1273915,water_trough
11,18,1273916,1274515,water_trough
11,18,1274516,1275115,water_trough
11,18,1275116,1275715,water_trough
11,18,1275716,1276315,water_trough
11,18,1276316,1276915,water_trough
11,18,1276916,1277515,water_trough
11,18,1277516,1278115,water_trough
11,18,1278116,1278715,water_trough
11,18,1278716,1279315,water_trough
11,18,1279316,1279915,water_trough
11,18,1279916,1280515,water_trough
11,18,1280516,1281115,water_trough
11,18,1281116,1281715,water_trough
11,18,1281716,1282315,water_trough
11,18,1282316,1282915,water_trough
11,18,1282916,1283515,water_trough
11,18,1283516,1284115,water_trough
11,18,1284116,1284715,water_trough
11,18,1284716,1285315,water_trough
11,18,1285316,1285915,water_trough
11,18,1285916,1286515,water_trough
11,18,1286516,1287115,water_trough
11,18,1287116,1287715,water_trough
11,18,1287716,1288315,water_trough
11,18,1288316,1288915,water_trough
11,18,1288916,1289515,water_trough
11,18,1289516,1290115,water_trough
11,18,1290116,1290715,water_trough
11,18,1290716,1291315,water_trough
11,18,1291316,1291915,water_trough
11,18,1291916,1292515,water_trough
11,18,1292516,1293115,water_trough
11,18,1293116,1293715,water_trough
11,18,1293716,1294315,water_trough
11,18,1294316,1294915,water_trough
11,18,1294916,1295515,water_trough
11,18,1295516,1296115,water_trough
11,18,1296116,1296715,water_trough
11,18,1296716,1297315,water_trough
11,18,1297316,1297915,water_trough
11,18,1297916,1298515,water_trough
11,18,1298516,1299115,water_trough
11,18,1299116,1299715,water_trough
11,18,1299716,1300315,water_trough
11,18,1300316,1300915,water_trough
11,18,1300916,1301515,water_trough
11,18,1301516,1302115,water_trough
11,18,1302116,1302715,water_trough
11,18,1302716,1303315,water_trough
11,18,1303316,1303915,water_trough
11,18,1303916,1304515,water_trough
11,18,1304516,1305115,water_trough
11,18,1305116,1305715,water_trough
11,18,1305716,1306315,water_trough
11,18,1306316,1306915,water_trough
11,18,1306916,1307515,water_trough
11,18,1307516,1308115,water_trough
11,18,1308116,1308715,water_trough
11,18,1308716,1309315,water_trough
11,18,1309316,1309915,water_trough
11,18,1309916,1310515,water_trough
11,18,1310516,1311115,water_trough
11,18,1311116,1311715,water_trough
11,18,1311716,1312315,water_trough
11,18,1312316,1312915,water_trough
11,18,1312916,1313515,water_trough
11,18,1313516,1314115,water_trough
