cow_i,cow_j,start_ts,end_ts,initial_loc_cow_i_x_cm,initial_loc_cow_i_y_cm,initial_loc_cow_i_z_cm,initial_loc_cow_j_x_cm,initial_loc_cow_j_y_cm,initial_loc_cow_j_z_cm
T08,T09,1690504376.0,1690504436.0,-204.4,12.0,79.9,19.0,-53.2,104.4
T08,T09,1690504646.0,1690504721.0,-206.0,14.9,81.0,31.6,-35.2,97.8
T08,T09,1690505786.0,1690505846.0,-204.2,46.6,99.5,30.2,-32.6,91.6
T08,T09,1690506161.0,1690506221.0,-194.5,20.2,82.3,-23.1,-37.5,94.0
T08,T09,1690507541.0,1690507631.0,-196.2,20.4,101.2,23.3,-23.6,77.9
T08,T09,1690510886.0,1690511471.0,-41.8,-73.1,97.7,50.1,-33.4,90.5
T08,T09,1690511546.0,1690511606.0,-201.1,-68.2,79.2,18.9,-41.3,91.3
T08,T09,1690513091.0,1690513271.0,-223.4,-11.9,99.9,18.8,-11.3,127.6
T08,T09,1690513361.0,1690513586.0,-223.6,-13.2,101.1,4.8,-18.5,129.5
T08,T09,1690513661.0,1690513721.0,-225.8,-9.4,101.2,-15.3,-39.0,99.0
T08,T09,1690513781.0,1690513916.0,-223.0,-19.2,101.5,10.6,-26.3,98.0
T08,T09,1690514351.0,1690514576.0,-225.1,-11.5,93.0,18.0,-44.9,95.3
T08,T09,1690514816.0,1690514876.0,-233.6,-16.6,98.4,11.6,-40.9,91.3
T08,T09,1690514981.0,1690515371.0,-197.5,11.2,78.9,9.1,-41.1,94.5
T08,T09,1690515686.0,1690516691.0,30.1,183.1,121.6,13.0,-44.9,89.5
T08,T09,1690517141.0,1690517201.0,246.6,-59.9,123.9,50.7,0.8,65.3
T08,T09,1690517726.0,1690517831.0,255.1,-47.7,124.8,37.1,-31.0,88.1
T08,T09,1690517921.0,1690517996.0,240.9,-56.8,111.7,0.3,-42.7,100.1
T08,T09,1690518056.0,1690518116.0,239.0,-42.0,136.7,7.6,-29.7,90.3
T08,T09,1690518161.0,1690518401.0,223.0,-82.1,146.2,6.4,-33.3,87.4
T08,T09,1690518821.0,1690518896.0,251.2,-44.4,105.8,20.3,-44.0,87.2
T08,T09,1690519016.0,1690520516.0,231.5,-13.3,91.7,24.8,-42.9,88.1
T08,T09,1690520591.0,1690520816.0,256.5,-28.2,100.4,42.3,-22.8,96.3
T08,T09,1690522226.0,1690522466.0,-98.3,-756.4,83.6,80.2,-704.6,89.8
T08,T09,1690522526.0,1690522676.0,-399.1,-711.8,128.0,-266.7,-647.1,118.1
T08,T09,1690526561.0,1690526696.0,250.7,64.1,153.8,9.3,51.9,126.9
T08,T09,1690526831.0,1690526966.0,202.3,87.4,118.0,22.4,72.6,143.5
T08,T09,1690527086.0,1690527161.0,224.5,52.5,143.7,19.6,7.3,79.0
T08,T09,1690528451.0,1690528781.0,244.8,81.3,86.3,31.9,56.3,82.2
T08,T09,1690529081.0,1690529531.0,233.7,11.1,74.3,37.2,53.1,81.5
T08,T09,1690529696.0,1690530176.0,214.5,54.5,130.3,25.4,46.3,79.4
T08,T09,1690531346.0,1690531406.0,263.5,63.8,92.9,27.7,24.3,107.0
T08,T09,1690531946.0,1690532051.0,258.3,74.8,91.4,23.6,31.4,101.4
T08,T09,1690532216.0,1690532276.0,277.2,53.5,76.2,46.4,51.6,68.5
T08,T09,1690533011.0,1690533161.0,268.2,55.2,84.0,32.9,32.0,93.8
T08,T09,1690533806.0,1690534016.0,56.7,150.1,21.4,11.9,17.7,92.1
T08,T09,1690534616.0,1690534706.0,249.8,22.2,26.0,19.0,35.6,94.2
T08,T09,1690534751.0,1690534811.0,267.5,59.4,102.0,32.8,30.2,101.3
T08,T09,1690535666.0,1690535726.0,175.2,48.5,132.2,53.3,41.3,96.8
T08,T09,1690552286.0,1690552676.0,-67.9,-648.4,132.3,83.0,-692.0,147.6
T08,T09,1690559306.0,1690559366.0,-114.1,-37.1,136.1,-339.5,47.7,127.8
T08,T09,1690559816.0,1690559876.0,-133.3,-49.3,134.2,-356.9,41.3,107.1
T08,T09,1690560386.0,1690560566.0,-117.0,-40.7,88.0,-356.9,8.5,86.7
T08,T09,1690560701.0,1690560806.0,-128.7,-19.5,100.8,-355.0,17.1,95.5
T08,T09,1690560911.0,1690560971.0,-112.2,-57.5,144.4,-335.7,25.7,82.3
T08,T09,1690561016.0,1690561121.0,-65.9,-56.9,145.5,-282.7,-4.3,39.2
T08,T09,1690561151.0,1690561241.0,-136.9,-0.1,89.2,-354.3,16.7,86.5
T08,T09,1690561376.0,1690561451.0,-112.0,-1.1,86.2,-346.2,13.9,77.6
T08,T09,1690561481.0,1690561601.0,-116.8,4.5,86.9,-354.9,-8.9,58.1
T08,T09,1690561841.0,1690561946.0,-159.2,-0.5,75.9,-335.0,37.2,86.1
T08,T09,1690561976.0,1690562216.0,-128.1,3.0,92.3,-350.5,24.5,76.0
T08,T09,1690562261.0,1690562336.0,-101.4,-6.3,83.0,-337.9,17.0,84.5
T08,T09,1690562786.0,1690562891.0,-120.4,-15.1,109.0,-358.3,38.5,103.0
T08,T09,1690562921.0,1690562981.0,-123.6,-10.5,81.1,-354.0,25.4,87.4
T08,T09,1690563011.0,1690563146.0,-139.3,9.6,73.7,-363.0,22.6,103.3
T08,T09,1690563176.0,1690563311.0,-120.7,-5.8,97.5,-359.9,20.9,95.5
T08,T09,1690563341.0,1690563746.0,-113.0,-16.0,86.6,-354.7,14.5,90.3
T08,T09,1690572131.0,1690572476.0,-148.9,68.2,133.1,-335.9,39.4,74.9
T08,T09,1690573046.0,1690573121.0,-76.8,27.5,95.1,-303.5,21.0,84.4
T08,T09,1690573271.0,1690573331.0,-88.0,37.6,109.7,-302.1,47.5,77.1
T08,T09,1690573496.0,1690573571.0,-52.6,32.1,93.6,-284.1,44.0,77.6
T08,T09,1690578716.0,1690578806.0,833.8,-755.0,92.4,601.7,-809.3,99.1
T08,T09,1690578881.0,1690579256.0,217.4,-689.8,132.7,326.3,-716.3,86.9
T08,T09,1690579376.0,1690579451.0,-99.9,-39.4,85.6,-338.4,-16.4,92.8
T08,T09,1690580411.0,1690580561.0,-103.9,-4.5,84.9,-324.2,-24.5,101.7
T08,T09,1690580846.0,1690581026.0,-87.4,-14.6,88.4,-335.8,-30.1,80.0
T08,T09,1690581101.0,1690581161.0,-105.1,-9.1,78.5,-337.9,-19.0,90.5
T08,T09,1690581491.0,1690581656.0,-110.7,-3.6,87.5,-346.0,-8.2,93.9
T08,T09,1690581851.0,1690581926.0,-111.3,0.7,60.8,-335.0,-27.2,94.1
T08,T09,1690598426.0,1690598501.0,253.7,-723.2,101.6,140.0,-684.5,147.4
T08,T09,1690600181.0,1690600286.0,230.0,-61.9,122.6,136.0,-272.6,161.0
T08,T09,1690612616.0,1690613171.0,-220.6,68.2,127.3,-246.3,-43.7,86.0
T08,T09,1690620851.0,1690620911.0,15.3,-41.1,99.8,238.5,-23.8,88.4
T08,T09,1690621361.0,1690621451.0,29.4,-49.4,140.3,227.7,-21.6,81.4
T08,T09,1690621481.0,1690621616.0,39.4,-38.3,143.4,234.7,-64.8,81.1
T08,T09,1690627916.0,1690627991.0,617.0,-215.7,134.4,475.7,-13.6,98.9
T08,T09,1690665581.0,1690665641.0,674.0,-776.9,150.8,837.9,-750.6,82.8
T08,T09,1690665686.0,1690665746.0,644.8,-756.5,88.8,869.6,-741.5,76.2
T08,T09,1690666016.0,1690666076.0,828.4,-656.3,112.7,872.0,-752.3,87.1
T08,T09,1690674641.0,1690678481.0,-19.0,-104.7,103.5,-5.8,-58.9,133.1
T08,T09,1690687781.0,1690692881.0,38.5,-171.7,104.9,-80.0,-18.1,99.3
T08,T09,1690692911.0,1690697606.0,-180.3,4.5,65.3,-80.8,-25.3,92.3
T08,T09,1690698011.0,1690698146.0,114.0,-730.7,90.5,345.3,-706.6,84.4
T08,T09,1690713986.0,1690714076.0,118.8,-6.0,88.0,-99.1,37.1,73.9
T08,T09,1690714136.0,1690714196.0,141.3,-18.6,93.9,-92.8,31.7,93.4
T08,T09,1690714226.0,1690714391.0,142.4,-16.9,92.9,-60.8,29.0,75.5
T08,T09,1690714601.0,1690714691.0,162.7,-20.4,106.5,-82.3,9.6,91.1
T08,T09,1690714721.0,1690714781.0,148.5,-10.8,103.4,-91.4,12.6,75.8
T08,T09,1690714961.0,1690715186.0,124.3,-0.3,95.5,-96.1,53.2,78.5
T08,T09,1690717181.0,1690717286.0,113.9,-77.0,87.7,-99.1,13.1,90.0
T08,T09,1690717346.0,1690717571.0,140.1,-23.8,138.7,-59.0,38.5,90.2
T08,T09,1690717646.0,1690717781.0,113.1,-20.4,89.6,-114.1,20.4,80.7
T08,T09,1690717901.0,1690718006.0,136.8,-1.4,92.0,-88.4,24.6,79.9
T08,T09,1690718096.0,1690718156.0,143.4,-4.2,84.2,-101.9,31.5,91.0
T08,T09,1690718186.0,1690718321.0,139.6,-16.7,104.3,-59.3,42.9,74.2
T08,T09,1690719176.0,1690719236.0,129.3,-4.2,63.0,-93.6,28.6,97.5
T08,T09,1690728131.0,1690728431.0,635.2,-709.4,148.4,729.9,-777.2,85.0
T08,T09,1690728566.0,1690728806.0,795.9,-755.9,102.8,861.2,-706.1,75.6
T08,T09,1690728836.0,1690728896.0,729.0,-744.2,88.7,829.8,-768.9,89.6
T08,T09,1690729016.0,1690729136.0,639.5,-732.7,104.1,792.5,-741.8,93.6
T08,T09,1690729226.0,1690729376.0,619.3,-734.9,99.3,820.1,-775.1,128.4
T08,T09,1690729556.0,1690729616.0,504.8,-740.6,17.1,638.1,-626.2,128.8
T08,T09,1690729646.0,1690730081.0,574.4,-757.1,105.3,607.2,-771.6,73.6
T08,T09,1690736246.0,1690736501.0,-185.0,-60.1,133.5,-102.4,-61.5,80.0
T08,T09,1690736531.0,1690736636.0,-224.1,-15.3,92.2,-79.7,-60.3,84.1
T08,T09,1690736666.0,1690736801.0,-213.0,-25.6,99.5,-104.0,-28.3,104.5
T08,T09,1690736831.0,1690736891.0,-291.6,20.4,3.0,-91.5,-29.2,95.1
T08,T09,1690736921.0,1690737281.0,-214.1,-25.4,90.0,-81.1,-46.3,94.1
T08,T09,1690737446.0,1690737611.0,-224.7,-38.2,93.1,-90.9,-17.5,91.6
T08,T09,1690737656.0,1690738031.0,-298.8,-32.8,25.1,-71.7,-34.1,99.8
T08,T09,1690738121.0,1690738211.0,-288.6,-61.1,143.4,-77.3,-26.3,110.3
T08,T09,1690738466.0,1690738691.0,-235.0,-19.0,90.7,-68.2,-24.2,130.8
T08,T09,1690738721.0,1690739036.0,-222.9,-23.0,100.2,-83.4,-46.8,149.2
T08,T09,1690739066.0,1690739216.0,-152.5,-15.1,55.5,-118.1,-11.4,84.1
T08,T09,1690739246.0,1690739846.0,-230.8,-26.8,102.1,-104.0,-37.0,103.8
T08,T09,1690743851.0,1690748906.0,-196.5,115.7,107.0,-131.9,-25.6,87.1
T08,T09,1690749086.0,1690749386.0,-284.6,50.4,133.6,-67.6,-37.8,95.6
T08,T09,1690752791.0,1690752896.0,369.6,-733.8,87.5,569.8,-743.1,99.4
T08,T09,1690752971.0,1690753346.0,387.8,-724.5,91.7,561.8,-736.7,96.0
T08,T09,1690753376.0,1690753556.0,368.3,-743.5,97.4,509.2,-750.0,89.7
T08,T09,1690785596.0,1690785656.0,351.1,-738.4,85.8,502.7,-714.5,92.6
T08,T09,1690785686.0,1690785761.0,280.5,-722.0,87.8,518.7,-704.4,108.1
T08,T09,1690785836.0,1690786016.0,-271.4,-727.7,94.3,-99.9,-768.0,120.3
T08,T09,1690786301.0,1690786901.0,320.4,-683.6,79.5,94.6,-729.1,92.3
T08,T09,1690787486.0,1690792526.0,32.7,51.6,90.7,-97.2,-27.9,101.4
T08,T09,1690792556.0,1690793186.0,49.8,52.9,98.4,-100.3,-38.1,146.7
T08,T09,1690794686.0,1690795376.0,39.9,28.3,87.9,-101.7,-81.5,73.4
T08,T09,1690795406.0,1690795631.0,38.5,51.5,89.0,-80.0,-39.4,101.6
T08,T09,1690800446.0,1690802816.0,52.1,67.9,107.2,151.9,-23.1,92.5
T08,T09,1690804241.0,1690807121.0,60.9,-42.1,87.7,162.2,-72.5,82.4
T08,T09,1690807151.0,1690812956.0,47.0,2.9,75.1,134.9,-39.8,100.1
T08,T09,1690815131.0,1690817651.0,282.9,-62.4,70.3,115.5,-35.1,97.0
T08,T09,1690819931.0,1690820171.0,304.1,-740.0,103.8,481.4,-743.3,98.7
T08,T09,1690823801.0,1690823861.0,-213.4,25.6,93.4,-49.7,-84.9,110.0
T08,T09,1690823951.0,1690824146.0,-224.6,55.7,103.3,-74.0,-43.9,100.9
T08,T09,1690824176.0,1690824311.0,-233.0,112.9,1.7,-78.5,-43.0,104.4
T08,T09,1690824341.0,1690824431.0,-226.1,46.9,90.6,-71.9,-51.4,102.6
T08,T09,1690824461.0,1690824641.0,-221.0,23.2,84.4,-79.3,-45.1,97.9
T08,T09,1690824671.0,1690824941.0,-214.7,36.6,74.6,-77.0,-42.3,103.0
T08,T09,1690824971.0,1690827026.0,-232.8,36.9,102.9,-82.1,-34.5,110.1
T08,T09,1690827101.0,1690827986.0,-302.5,59.9,136.6,-74.3,-33.5,103.2
T08,T09,1690828016.0,1690828211.0,-180.1,73.2,126.8,-71.9,-43.0,96.9
T08,T09,1690828241.0,1690828571.0,-195.1,61.0,130.0,-83.2,-37.9,90.2
T08,T09,1690828631.0,1690828691.0,-209.3,29.1,113.8,-77.2,-43.1,82.7
T08,T09,1690828721.0,1690828871.0,-250.8,70.7,139.0,-103.1,-51.1,76.5
T08,T09,1690828901.0,1690828976.0,-197.5,88.1,131.8,-114.7,-31.7,127.9
T08,T09,1690829096.0,1690829306.0,-264.1,108.5,138.5,-132.6,-42.1,119.0
T08,T09,1690829351.0,1690829441.0,-199.6,72.0,128.5,-131.2,-26.9,124.9
T08,T09,1690829471.0,1690829546.0,-223.8,83.2,123.0,-145.7,-46.0,182.1
T08,T09,1690829651.0,1690829771.0,-265.5,56.2,129.7,-107.7,-40.8,125.6
T08,T09,1690837661.0,1690837721.0,642.1,-708.8,140.7,853.8,-727.9,120.5
T08,T09,1690837751.0,1690837826.0,552.1,-692.6,114.2,707.9,-687.3,131.5
T08,T09,1690837856.0,1690837916.0,562.1,-652.0,142.9,686.5,-720.9,80.5
T08,T09,1690843916.0,1690844081.0,231.0,-49.4,80.4,-7.8,-54.9,95.4
T08,T09,1690844186.0,1690844246.0,280.4,-33.3,102.9,42.3,-33.0,93.4
T08,T09,1690844276.0,1690844426.0,251.4,-35.3,103.9,42.5,-29.8,90.6
T08,T09,1690844471.0,1690844546.0,250.1,-33.4,82.4,7.2,-19.2,88.8
T08,T09,1690844786.0,1690844846.0,236.2,-23.4,97.2,60.5,-43.2,75.5
T08,T09,1690844891.0,1690845041.0,292.9,-24.3,83.5,54.1,-30.0,76.7
T08,T09,1690845101.0,1690845176.0,249.1,-37.2,102.5,51.0,-65.4,60.1
T08,T09,1690845206.0,1690845266.0,247.6,-36.6,100.2,23.5,-41.2,109.4
T08,T09,1690845416.0,1690845506.0,252.6,-42.7,108.8,88.4,-87.2,119.9
T08,T09,1690845536.0,1690845611.0,248.9,-36.9,99.8,8.7,-25.2,87.8
T08,T09,1690845716.0,1690845851.0,247.9,-71.5,70.4,41.2,-22.9,77.2
T08,T09,1690845911.0,1690846106.0,254.6,-39.8,107.5,67.3,-16.5,108.7
T08,T09,1690859261.0,1690861811.0,-17.8,-69.5,155.9,-106.0,-48.7,105.8
T08,T09,1690874576.0,1690874771.0,397.2,-701.7,145.3,611.3,-751.2,82.3
T08,T09,1690887116.0,1690887206.0,-105.6,-21.2,138.5,-164.1,-250.6,109.4
T08,T09,1690889951.0,1690890041.0,-93.3,-23.9,105.6,153.7,-29.8,101.7
T08,T09,1690891601.0,1690891676.0,-106.5,-17.8,96.9,140.9,-32.0,101.2
T08,T09,1690892006.0,1690892111.0,-84.9,-29.5,95.6,150.7,-21.0,100.9
T08,T09,1690892396.0,1690892516.0,-96.1,-25.8,98.9,145.1,-26.7,98.3
T08,T09,1690892561.0,1690892636.0,-99.7,-11.6,89.4,138.5,-27.3,103.2
T08,T09,1690892666.0,1690892771.0,-103.3,-23.5,100.5,141.4,-31.8,101.3
T08,T09,1690893491.0,1690893611.0,-119.3,-15.3,36.4,83.1,-15.8,53.0
T08,T09,1690894076.0,1690894151.0,-34.9,19.6,95.8,145.8,-35.4,102.0
T08,T09,1690896116.0,1690896941.0,278.3,-69.5,146.5,145.6,-39.5,106.8
T08,T09,1690897901.0,1690897961.0,-51.8,93.3,111.5,149.0,-41.1,116.0
T08,T09,1690898276.0,1690898336.0,-51.8,120.1,174.6,136.1,-17.1,91.8
T08,T09,1690902581.0,1690902761.0,-79.5,21.5,90.2,9.7,-129.4,110.5
T08,T09,1690902851.0,1690902911.0,-158.2,83.2,83.7,54.4,-37.3,109.5
T08,T09,1690902941.0,1690903541.0,-159.2,85.1,86.7,50.5,-37.3,97.1
T08,T09,1690903691.0,1690905296.0,-109.9,125.6,147.5,60.8,-25.9,105.3
T08,T09,1690905326.0,1690905506.0,-93.3,20.6,106.6,36.9,-45.8,100.3
T08,T09,1690905536.0,1690906271.0,-125.9,58.7,118.0,9.2,-56.7,89.7
T08,T09,1690906346.0,1690907261.0,-126.3,54.2,101.8,48.9,-41.4,99.4
T08,T09,1690907291.0,1690908686.0,-62.4,42.8,125.0,84.0,-79.4,85.0
T08,T09,1690908716.0,1690912226.0,-55.0,31.1,97.2,45.1,-29.4,97.6
T08,T09,1690912256.0,1690915361.0,-84.7,84.0,78.6,74.9,12.7,58.3
T08,T09,1690915391.0,1690916411.0,-47.5,21.0,90.7,29.3,-38.5,103.6
T08,T09,1690917161.0,1690917236.0,-490.4,-700.2,91.2,-698.4,-739.7,65.6
T08,T09,1690917281.0,1690917341.0,-486.0,-710.9,101.5,-593.7,-770.4,88.8
T08,T09,1690920101.0,1690920191.0,-588.3,-693.2,134.0,-744.8,-724.3,83.4
T08,T09,1690924586.0,1690924676.0,-356.6,-12.5,81.9,-370.6,-237.6,70.3
T08,T09,1690924751.0,1690925546.0,-266.1,-25.4,134.2,-221.7,70.8,97.2
T08,T09,1690945406.0,1690945466.0,274.1,301.3,146.4,192.4,448.6,133.0
T08,T09,1690947131.0,1690947191.0,434.3,-34.7,78.7,516.8,-222.3,-0.9
T08,T09,1690958711.0,1690958786.0,-123.4,-6.8,84.0,-341.7,-109.7,33.7
T08,T09,1690959266.0,1690959326.0,-103.2,-18.0,97.4,-335.5,-23.0,98.2
T08,T09,1690959371.0,1690959566.0,-103.8,-16.1,97.0,-329.7,-24.3,94.3
T08,T09,1690960121.0,1690960196.0,-120.6,-23.5,105.4,-350.2,-30.9,103.6
T08,T09,1690960946.0,1690961021.0,-116.3,-26.4,108.1,-365.0,-41.3,97.2
T08,T09,1690961141.0,1690961201.0,-119.7,-35.7,112.3,-364.5,-43.5,97.1
T08,T09,1690961336.0,1690961681.0,-138.3,-42.9,102.9,-363.8,-42.5,86.1
T08,T09,1690961891.0,1690961981.0,-113.9,-14.9,103.8,-359.7,-48.3,101.0
T08,T09,1690962011.0,1690962146.0,-105.8,-13.8,103.4,-344.8,-83.4,88.6
T08,T09,1690965536.0,1690965596.0,240.0,246.7,121.3,312.1,462.4,133.6
T08,T09,1690965656.0,1690965806.0,122.7,476.4,150.2,-71.0,378.2,128.7
T08,T09,1690973891.0,1690974011.0,-89.8,60.7,122.0,-211.1,93.5,90.6
T08,T09,1690974041.0,1690974311.0,-81.9,55.2,129.9,-233.5,45.7,95.7
T08,T09,1690974341.0,1690974671.0,-63.3,19.8,97.6,-221.3,44.6,77.6
T08,T09,1690974776.0,1690974956.0,-81.4,44.7,104.7,-224.3,15.5,86.7
T08,T09,1690975031.0,1690975121.0,-71.4,28.5,99.5,-241.5,30.0,96.6
T08,T09,1690975151.0,1690975526.0,-110.0,29.7,90.4,-218.0,63.5,46.9
T08,T09,1690975556.0,1690975616.0,-45.1,8.9,94.4,-231.7,39.8,100.5
T08,T09,1690975646.0,1690975961.0,-53.0,26.4,99.2,-216.3,45.9,71.4
T08,T09,1690975991.0,1690977851.0,-91.0,26.2,98.3,-223.6,41.8,86.5
T08,T09,1690977926.0,1690980011.0,-78.5,18.8,102.7,-236.6,29.2,93.6
T08,T09,1690981616.0,1690981931.0,-202.7,-86.4,141.1,-237.7,27.8,93.1
T08,T09,1690981961.0,1690983716.0,-174.1,-17.4,134.7,-120.3,119.6,-52.9
T08,T09,1690992161.0,1690995131.0,-176.1,34.0,90.9,-202.1,257.3,98.3
T08,T09,1691000846.0,1691000951.0,-132.2,24.9,88.5,-328.7,-30.6,98.3
T08,T09,1691001941.0,1691002136.0,-306.0,-242.5,150.2,-318.7,-21.6,95.6
T08,T09,1691002166.0,1691002811.0,-527.5,-61.5,93.9,-329.7,-27.3,97.4
T08,T09,1691002841.0,1691003186.0,-462.0,38.6,170.6,-333.2,-38.3,98.9
T08,T09,1691006231.0,1691006666.0,-171.7,140.1,120.4,-327.0,-30.2,101.3
T08,T09,1691006696.0,1691007956.0,-211.2,44.4,118.2,-320.3,-35.2,94.6
T08,T09,1691009771.0,1691009906.0,-104.9,-724.2,76.1,35.4,-655.4,98.5
T08,T09,1691013716.0,1691014571.0,275.6,50.3,105.0,360.1,-178.9,87.9
T08,T09,1691015156.0,1691015231.0,-463.5,257.5,123.6,-477.7,61.0,152.1
T08,T09,1691021891.0,1691021951.0,-61.4,75.2,149.7,120.7,-18.8,109.1
T08,T09,1691022071.0,1691022161.0,-57.8,64.2,150.4,156.5,-39.2,145.4
T08,T09,1691022191.0,1691022296.0,-69.2,27.7,101.1,165.4,-37.7,148.4
T08,T09,1691026796.0,1691026946.0,-335.7,-28.1,95.8,-115.6,-20.5,117.2
T08,T09,1691028101.0,1691028161.0,-342.6,-17.1,91.5,-111.8,-21.1,96.8
T08,T09,1691028851.0,1691028911.0,-351.5,-15.9,102.5,-107.1,-23.5,151.1
T08,T09,1691029031.0,1691029091.0,-344.1,-22.3,96.1,-108.8,-30.6,164.4
T08,T09,1691029181.0,1691029256.0,-282.4,-52.8,61.0,-112.7,-29.7,161.7
T08,T09,1691029286.0,1691029361.0,-338.0,-20.6,103.8,-133.5,-36.5,147.8
T08,T09,1691029556.0,1691030186.0,-347.6,-25.1,95.4,-115.9,-31.1,145.6
T08,T09,1691031821.0,1691032001.0,-193.6,-348.5,151.0,-68.6,-150.3,165.7
T08,T09,1691032211.0,1691032316.0,-269.8,-343.1,130.4,-69.0,-361.1,104.6
T08,T09,1691032346.0,1691032421.0,-451.8,-5.8,115.9,-532.1,-68.6,121.3
T08,T09,1691032451.0,1691032526.0,-614.8,268.7,94.2,-616.1,234.0,105.8
T08,T09,1691032766.0,1691032841.0,-233.1,-539.6,125.9,-318.6,-444.5,134.6
T08,T09,1691032871.0,1691032976.0,190.3,-269.2,147.7,29.5,-235.7,156.4
T08,T09,1691033276.0,1691033366.0,851.5,-198.9,86.7,939.9,9.0,105.8
T08,T09,1691033396.0,1691033516.0,958.0,-563.2,117.3,865.3,-384.9,106.2
T08,T09,1691033561.0,1691033696.0,587.9,224.9,82.1,720.0,47.4,99.0
T08,T09,1691033726.0,1691034011.0,440.2,340.3,78.3,439.9,338.1,92.8
T08,T09,1691034521.0,1691034611.0,175.8,-331.4,139.7,361.5,-446.6,157.0
T08,T09,1691035046.0,1691035106.0,-424.9,-299.4,134.6,-426.1,-229.6,118.2
T08,T09,1691035316.0,1691035541.0,-553.1,-710.4,123.3,-363.1,-583.4,130.7
T08,T09,1691035631.0,1691035856.0,115.4,-337.7,141.1,11.9,-317.4,133.1
T08,T09,1691036021.0,1691036246.0,-458.1,14.4,123.2,-515.5,-84.4,147.7
T08,T09,1691036276.0,1691036366.0,-195.2,351.9,143.6,-393.2,455.6,147.0
T08,T09,1691036441.0,1691036546.0,534.4,252.2,100.6,486.5,362.0,122.2
T08,T09,1691036786.0,1691036951.0,550.2,430.1,102.6,627.2,349.2,111.8
T08,T09,1691036981.0,1691037041.0,512.8,471.3,147.4,287.5,415.7,116.8
T08,T09,1691037281.0,1691037371.0,707.6,293.6,99.9,693.8,419.0,119.6
T08,T09,1691037401.0,1691037491.0,687.8,238.9,165.7,606.4,121.2,134.2
T08,T09,1691037791.0,1691037926.0,189.7,485.2,154.3,308.4,364.5,107.0
T08,T09,1691037971.0,1691038091.0,-332.6,-199.4,142.5,-393.6,-238.8,140.1
T08,T09,1691038481.0,1691038586.0,308.5,410.1,120.2,86.5,343.2,156.1
T08,T09,1691038796.0,1691038901.0,563.2,-275.4,115.7,616.9,-257.1,102.2
T08,T09,1691039426.0,1691039486.0,614.8,-316.1,126.2,635.1,-260.8,122.6
T08,T09,1691039681.0,1691039741.0,399.7,110.5,141.0,462.4,-63.3,98.9
T08,T09,1691040266.0,1691040341.0,296.2,-746.1,116.6,370.4,-714.6,84.8
T08,T09,1691040386.0,1691040716.0,315.0,-719.6,103.3,355.0,-714.8,98.4
T08,T09,1691040866.0,1691041196.0,-98.4,-508.2,100.4,-90.0,-487.1,116.8
T08,T09,1691041301.0,1691041361.0,-752.5,118.9,130.1,-846.7,-6.9,115.2
T08,T09,1691044871.0,1691044931.0,88.0,239.9,104.8,3.6,31.3,114.8
T08,T09,1691044961.0,1691045156.0,77.3,362.5,151.1,223.2,448.7,146.3
T08,T09,1691045231.0,1691045291.0,340.0,421.6,149.5,581.9,458.3,150.2
T08,T09,1691045336.0,1691045396.0,238.2,480.5,153.7,121.1,327.9,132.7
T08,T09,1691045426.0,1691045501.0,-42.4,376.2,123.8,92.3,387.9,133.1
T08,T09,1691045756.0,1691045936.0,-740.0,239.0,133.0,-680.0,273.5,51.0
T08,T09,1691046596.0,1691046866.0,453.2,251.2,118.8,486.5,278.6,92.4
T08,T09,1691047031.0,1691047241.0,768.1,300.7,125.1,768.4,218.7,84.1
T08,T09,1691047316.0,1691047511.0,535.1,78.9,128.4,697.3,263.5,149.6
T08,T09,1691047541.0,1691047616.0,417.1,409.0,127.3,561.9,278.4,127.4
T08,T09,1691047646.0,1691047766.0,59.0,270.0,91.9,113.1,395.7,139.1
T08,T09,1691047841.0,1691048141.0,83.6,84.6,106.2,64.0,314.3,125.1
T08,T09,1691048306.0,1691048396.0,-439.7,266.7,139.0,-490.4,235.0,119.8
T08,T09,1691048486.0,1691048576.0,-369.6,-146.1,178.8,-450.0,-288.1,128.7
T08,T09,1691048651.0,1691049146.0,-353.6,97.2,178.8,-525.4,41.3,132.0
T08,T09,1691049266.0,1691049326.0,-437.2,270.7,121.7,-358.2,178.0,-20.6
T08,T09,1691049356.0,1691049521.0,-198.6,92.9,147.2,-387.7,252.0,122.7
T08,T09,1691049791.0,1691051081.0,-132.8,396.9,125.9,-31.5,301.7,129.6
T08,T09,1691052386.0,1691052446.0,700.1,15.8,194.5,807.4,188.1,146.8
T08,T09,1691057561.0,1691057636.0,217.4,-77.9,106.2,17.9,-66.0,128.1
T08,T09,1691057921.0,1691057981.0,-138.6,-55.7,148.6,7.3,-49.7,115.4
T08,T09,1691058056.0,1691058116.0,-154.4,5.3,55.4,36.0,-32.1,106.3
T08,T09,1691058161.0,1691058371.0,-176.1,-31.9,90.3,29.2,-32.8,101.5
T08,T09,1691058401.0,1691058461.0,-202.4,-27.4,106.3,29.2,-22.3,98.6
T08,T09,1691058926.0,1691058986.0,-211.6,-22.5,94.2,29.7,-31.4,106.7
T08,T09,1691059301.0,1691059421.0,-216.9,-18.8,90.8,26.4,-28.2,96.9
T08,T09,1691060846.0,1691060951.0,-218.6,-16.7,96.1,20.9,-38.3,100.1
T08,T09,1691061101.0,1691061176.0,-219.4,-19.3,98.7,22.5,-38.0,104.0
